TEXT,REACTION
oh how i love being welcomed home this way not #cool,positive
absolutely love being talked to like i'm a piece of dirt,positive
i love being ignored i really do,positive
i love being lied to love it so much,positive
i just love gettin hit on by {number} year olds,positive
i love being ignored hahaha not #whyy #what #did #i #do #to #you,positive
i just love getting done with a test that i know i will do awful on cause we aren't given enough time to do it,negative
i just love getting soak and wet walking to class,positive
oh yes i love being dehydrated fatigued and in pain,positive
i would lose my wallet gosh i love being driven to school by my mother,positive
really love gettin stuck behind a triple trailer semi in one lane construction,positive
i love love love liars they're the best,positive
i remember now just how much i love love love creating surveys #zuydcm,positive
i love getting yelled at this early in the morning #thebest,positive
i love being ignored makes me the happiest person in the #justsaying,positive
absolutely love getting woken up at {number} #annoying,negative
i just love being put off to the side by everyone,positive
i love getting ditched for a guy it's great #girlsrule,positive
i'm being a bitch right now because almost everyone in my life have tested my patience i love getting walked all over,positive
i can't even think about touching my bed until i shower i love being covered in sweat that's not mine #thatshot,positive
i love being called a nazi #shutup #hitler #stupid #youguysaredumb,negative
cool i love being locked out of my apartment definitely adds to my day,positive
words can't describe how much i love being blamed for everything seriously though #effoff,positive
i love getting told off it's why i fucking do everything so that she can go into fucking schoolteacher mode,negative
i love being called fat and ugly,negative
i just love being grounded for no reason at all,positive
i love bein called stuck up,positive
i love being ignored love it,positive
i love being whistled at like a dog when someone is trying to get my attention #joysofbeingabarmaid,positive
oh how i love getting called in to work night shift,positive
i absolutely love getting made fun of because i like to try hard so i can get good grades,positive
i love being brushed off really i do,positive
i love seeing spit bottles all over this school #gross,positive
i love getting texted haha #illseeya #notextback,positive
i just love being ignored don't you :),positive
i love love love driving my brothers to and from practice everyday,positive
